,Artist,Genre,Song,Lyrics
0,Megan Thee Stallion,Hip-Hop/R&B,Savage Remix,"['[Intro: Beyoncé]', 'Queen B, want no smoke with me (Okay)', 'Been turnt, this motherfucker up eight hundred degree\u2005(Yeah)', ""My\u2005whole team eat,\u2005chef's kiss, she's a treat (Mwah)"", 'Ooh,\u2005she so bougie, bougie, bon appétit', '[Verse 1: Megan Thee Stallion, Beyoncé & Both]', ""I'm a savage (Yeah), attitude nasty (Yeah, ah)"", 'Talk big shit, but my bank account match it (Ooh)', ""Hood, but I'm classy, rich, but I'm ratchet (Oh, ah)"", ""Haters kept my name in they mouth, now they gaggin' (Ah, ah)"", 'Bougie, he say, ""The way that thang move, it\'s a movie"" (Ooh-oh)', 'I told that boy, ""We gotta keep it low, leave me the room key"" (Ooh-oh)', ""I done bled the block and now it's hot, bitch, I'm Tunechi (Ooh-oh)"", ""A mood and I'm moody, ah"", '[Chorus: Megan Thee Stallion & Beyoncé]', ""I'm a savage, yeah (Okay)"", 'Classy, bougie, ratchet, yeah (Okay)', 'Sassy, moody, nasty, yeah (Hey, hey, nasty)', ""Acting stupid, what's happening? (Woah, woah, woah, what's happening?)"", ""Bitch, what's happening? (Woah, woah, okay)"", ""Bitch, I'm a savage, yeah  (Okay)"", 'Classy, bougie, ratchet, yeah  (Ratchet)', 'Sassy, moody, nasty, huh (Nasty)', ""Acting stupid, what's happening? (Woah, ooh-oh)"", ""Bitch, what's happening? (Ayy, ah, ooh-oh)"", '[Verse 2: Beyoncé]', 'Hips TikTok when I dance (Dance)', 'On that Demon Time, she might start a OnlyFans (OnlyFans)', 'Big B and that B stand for bands', ""If you wanna see some real ass, baby, here's your chance"", 'I say, left cheek, right cheek, drop it low, then swang (Swang)', 'Texas up in this thang, put you up on this game (Game)', 'IVY PARK on my frame (Frame), gang, gang, gang, gang (Gang)', ""If you don't jump to put jeans on, baby, you don't feel my pain (Hol' up)"", ""Please don't get me hype (I'm hype), write my name in ice (Ice, ice, ice)"", ""Can't argue with these lazy bitches, I just raise my price"", ""I'm a boss, I'm a leader, I pull up in my two-seater"", 'And my mama was a savage, nigga, got this shit from Tina', '[Chorus: Megan Thee Stallion, Beyoncé & Both]', ""I'm a savage, yeah"", 'Classy, bougie, ratchet, yeah (Ratchet, yeah)', 'Sassy, moody, nasty, yeah (Okay)', ""Acting stupid, what's happening? (Ah)"", ""Bitch, what's happening? (Ah, what's up?)"", ""Bitch, I'm a savage, yeah"", 'Classy, bougie, ratchet, yeah (Woah, woah, woah, okay)', 'Sassy, moody, nasty, huh (Ooh, ooh, okay)', ""Acting stupid, what's happening? (Woah, ah)"", ""Bitch, what's happening? (Ayy, ah, ah)"", '[Verse 3: Megan Thee Stallion, Beyoncé & Both]', 'Like Beyoncé, like me (Like me)', 'He want a bitch like the Stallion with the knees (With the knees)', 'He be like, ""Damn, how that thang movin\' in them jeans?"" (Yeah, yeah, them jeans)', ""Ayy, even D4L couldn't do it like me, like me"", 'Ooh, ah, ooh', 'I done got this body ready just for you', ""Girl, I hope he don't catch me messin' 'round with you"", 'Talkin\' to myself in the mirror like, ""Bitch, you my boo""', ""I'm the shit, ooh"", ""I need a mop to clean the floor, it's too much drip, ooh"", 'I keep a knot, I keep a watch, I keep a whip, ooh (Keep it real, ooh)', ""Let's play a game, Simon says I'm still that bitch, ayy"", ""I'm still that bitch, yuh (Ah)"", '[Chorus: Megan Thee Stallion, Beyoncé & Both]', ""I'm a savage, yeah (Okay)"", 'Classy, bougie, ratchet (Okay)', 'Sassy, moody, nasty, yeah', ""Acting stupid, what's happening? (Ah, what's up?)"", ""Bitch, what's happening? (Ah, what's up?)"", ""Bitch, I'm a savage, yuh (Okay)"", 'Classy, bougie, ratchet, yeah (Woah, woah, woah, okay)', 'Sassy, moody, nasty, huh (Ooh, ooh)', ""Acting stupid, what's happening? (Ooh, ooh, ah)"", ""Bitch, what's happening? (Ayy, ah, ah)"", '[Verse 4: Beyoncé & Megan Thee Stallion]', ""I heard they askin' for the Queen, they brought some cameras in here"", ""I'm a bad bitch, she's a savage, no comparison here"", ""I'ma flip my hair and look back while I twerk in the mirror"", 'All this money in the room, think some scammers in here', ""I'm comin' straight up out that Third, I whip the whip like I stirred it (Stirred)"", ""Woodgrain, we swervin', keepin' his mind all on these curves (Uh)"", 'Coupe fly like a bird (Bird), cold on \'em like, ""Brrr"" (Ice)', ""Always keep my words, no, I don't do crosswords"", 'Stallion when I ride, he like them hot girls with them hips, ah (Skrrt, skrrt)', 'I hopped that shit, the way I hopped out and slid, ah (Skrrt, skrrt)', 'I pop my shit, now watch me pop up again, ah (Woah)', ""I mop the floor, now watch me sweep up these Ms, 'cause I— (Ah)"", '[Chorus: Megan Thee Stallion, Beyoncé & Both]', ""I'm a savage, yeah (Savage, okay)"", 'Classy, bougie, ratchet, yeah (Okay)', 'Sassy, moody, nasty, yeah (Nasty)', ""Acting stupid, what's happening? (What's happening? What's up?)"", ""Bitch, what's happening? (Ah, what's up?)"", ""Bitch, I'm a savage, yeah (Okay, I'm a savage)"", 'Classy, bougie, ratchet, yeah (Woah, woah, woah, okay, bitch)', 'Sassy, moody, nasty, huh (Yeah, yeah, nasty)', ""Acting stupid (Woah), what's happening? (What's happening?)"", ""Bitch, what's happening? (Ayy, ah, what's happening?)"", '[Outro: Beyoncé]', ""I'm a savage"", ""It's Thee Stallion and the B"", ""H-Town, goin' down""]"
1,Megan Thee Stallion,Hip-Hop/R&B,Cash Shit,"['[Intro: Megan Thee Stallion]', 'Real hot girl shit', ""Yeah, I'm in my bag, but I'm in his too"", ""And that's why every time you see me, I got some new shoes"", 'Ah, mwah, ayy, look', 'Lil Ju made this beat', '[Verse 1: Megan Thee Stallion]', ""Bitch, I'm a star, got these niggas wishin'"", 'He say he hungry, this pussy the kitchen', ""Yeah, that's my dawg, he gon' sit down and listen"", ""Call him a trick and he don't get off', hold up"", ""Bitch, I'm a star, got these niggas wishin'"", 'He say he hungry, this pussy the kitchen', ""Yeah, that's my dawg, he gon' sit down and listen"", ""Call him a trick and he don't get offended"", 'He know he giving his money to Megan', ""He know it's very expensive to date me"", 'Told him go put my name on that account', ""Because when I need money, I ain't tryna, hold up"", 'He know he giving his money to Megan', ""He know it's very expensive to date me"", 'Told him go put my name on that account', ""Because when I need money, I ain't tryna wait"", '[Chorus: Megan Thee Stallion]', ""I can't be fucked with, no"", ""Ho, you can't touch this, ayy"", 'Bitch, I do rich shit, huh', 'My money thick thick, ayy', 'Walk with a limp, limp, huh', ""I'm on some pimp shit, ayy"", 'He say, ""You all about money,"" yeah', ""I'm on that cash shit, huh"", ""I'm in my bag, bitch, huh"", ""I'm on your ass, bitch, huh"", ""I'm in that new new shit"", 'You on that last year, huh', 'Bitch, I do pimp shit, huh', 'Ho, you on simp shit, ayy', 'He say, ""You all about money,"" yeah', ""I'm on that cash shit, ah"", '[Verse 2: DaBaby]', 'You know why these bitches love me? (Why?)', ""'Cause Baby don't give a fuck (What you do?)"", ""I be fixin' her weave while she suckin' my dick"", 'Pull it out, then I tittyfuck (Uh, uh)', ""I fuck her from the back and she nasty, killin' her"", 'Know how I give it up (Yeah, yeah)', ""I be cool on 'em, bitch, ain't no pressure (Uh-uh)"", ""'Til I met this lil' freak, her name Megan (Ooh)"", ""This lil' thing here a stallion, look how she walk"", 'Look how she talk, she sexy (Mwah)', 'I like when they pretty and ghetto (Uh-huh)', ""Type of bitch that don't even say hello (Yeah, yeah)"", ""And whenever we fuck, she be fuckin' me back"", 'Put her in the headlock with my elbow (Mmh)', 'Now she done reversed it', 'Got up on the dick and ride the shit like a Camaro, uh', '[Chorus: Megan Thee Stallion]', ""I can't be fucked with, no"", ""Ho, you can't touch this, ayy"", 'Bitch, I do rich shit, huh', 'My money thick thick, ayy', 'Walk with a limp, limp, huh', ""I'm on some pimp shit, ayy"", 'He say, ""You all about money,"" yeah', ""I'm on that cash shit, huh"", ""I'm in my bag, bitch, huh"", ""I'm on your ass, bitch, huh"", ""I'm in that new new shit"", 'You on that last year, huh', 'Bitch, I do pimp shit, huh', 'Ho, you on simp shit, ayy', 'He say, ""You all about money,"" yeah', ""I'm on that cash shit, ah (Hey, hey, look)"", '[Verse 3: Megan Thee Stallion]', ""I don't be stressin' 'bout none of these niggas"", ""When they be talkin', I don't even listen"", ""Tellin' me secrets, I probably forget it"", ""But I'ma tune in when he say he gon' lick it"", ""He told 'em send me a pic 'cause he miss me"", 'I told him send me a stack if he really', ""I don't be trusting these tricks 'cause they tricky"", 'Send him a pic of somebody else titties', ""I'm a finesser and I'm a fly dresser"", 'Move to the top floor and flew in my dresser', 'My bitches hustle, make money together', ""Your bitches birds and they flockin' together"", ""I can't decide if I want the new Louis"", ""Dapper Dan yellow, I'm always in Gucci"", ""Your mama don't bring your dad to the mall"", ""'Cause when he be in there she know he be choosin'"", '[Chorus: Megan Thee Stallion]', ""I can't be fucked with, no"", ""Ho, you can't touch this, ayy"", 'Bitch, I do rich shit, huh', 'My money thick thick, ayy', 'Walk with a limp, limp, huh', ""I'm on some pimp shit, ayy"", 'He say, ""You all about money,"" yeah', ""I'm on that cash shit, huh"", ""I'm in my bag, bitch, huh"", ""I'm on your ass, bitch, huh"", ""I'm in that new new shit"", 'You on that last year, huh', 'Bitch, I do pimp shit, huh', 'Ho, you on simp shit, ayy', 'He say, ""You all about money,"" yeah', ""I'm on that cash shit, ah""]"
2,Megan Thee Stallion,Hip-Hop/R&B,Savage,"['[Intro]', ""I'm that bitch (Yeah)"", 'Been that bitch, still that bitch (Ah)', 'Will forever be that bitch (Forever\u2005be\u2005that bitch)', 'Yeah (Ayy,\u2005ah)', '[Verse 1]', ""I'm the hood Mona Lisa, break\u2005a nigga into pieces"", 'Had to X some cheesy niggas out\u205fmy\u205fcircle\u205flike a pizza\u205f(Yeah)', ""I'm way too\u205fexclusive, I don't shop on Insta' boutiques"", ""All them lil' ass clothes only fit fake booties"", 'Bad bitch, still talking cash shit', ""Pussy like water, I'm unbothered and relaxing"", 'I would never trip on a nigga if I had him', ""Bitch, that's my trash, you the maid, so you bagged him, ah"", '[Chorus]', ""I'm a savage (Yeah)"", 'Classy, bougie, ratchet (Yeah)', 'Sassy, moody, nasty (Hey, hey, yeah)', ""Acting stupid, what's happening? (Woah, woah)"", ""Bitch, what's happening? (Woah, woah)"", ""Bitch, I'm a savage, yeah"", 'Classy, bougie, ratchet, yeah', 'Sassy, moody, nasty, huh', ""Acting stupid, what's happening?"", ""Bitch, what's happening? (Ayy, ah)"", '[Verse 2]', ""Eat me and record it, but your edge-up all I'm showing (Ah)"", ""I keep my niggas private, so his AP all I'm showing (Baow)"", 'Beefing with you bitches really getting kinda boring', ""If it ain't about the money, then you know I'm gon' ignore it"", ""I'm the shit, ooh (Ayy)"", ""I need a mop to clean the floor, it's too much drip, ooh (Too much drip, ooh)"", 'I keep a knot, I keep a watch, I keep a whip, ooh (I keep a whip, baow)', ""Let's play a game, Simon says I'm still that bitch, ayy (Still that bitch)"", ""I'm still that bitch, yeah (Ah)"", '[Chorus]', ""I'm a savage"", 'Classy, bougie, ratchet (Yeah)', 'Sassy, moody, nasty (Yeah)', ""Acting stupid, what's happening? (What's up?)"", ""Bitch, what's happening? (What's up?)"", ""Bitch, I'm a savage, yeah"", 'Classy, bougie, ratchet, yeah (Bitch)', 'Sassy, moody, nasty, huh', ""Acting stupid, what's happening? (What's up?)"", ""Bitch, what's happening?"", '[Verse 3]', ""Bitch, I'm lit like a match, ooh"", 'And any nigga I let hit is still attached, ooh', 'That body right, but you know this pussy fat, ooh', 'I drop a picture, now these bitches feel attacked, ayy', ""Don't let that nigga gas you up and get you whacked, ooh"", 'I make a call and get a pussy nigga smacked, uh', ""These bitches talkin' 'bout pulling up, well, where you at? Ooh"", ""I'm in a Lam', bitch, catch me if you can, ooh"", ""I'm kickin' bitches out they spot, Stalli' Chan, yeah (Ah, yeah)"", '[Outro]', ""Niggas say I taste like sugar, but ain't shit sweet (Ah)"", 'Mwah', 'Ayy, ayy, ooh, ooh, ooh, ooh, mwah']"
3,Tyga,Hip-Hop/R&B,Taste,"['[Intro: Tyga]', 'D.A.', 'Hah', '[Verse 1: Tyga]', 'Slide on it pimp game with my pinky ring', 'Lotta gang, lotta bitches, and a icy chain', ""Why you claim that you rich? That's a false claim"", 'I be straight to the whip, no baggage claim', ""Whole lotta styles, can't even pronounce the name"", ""You ain't got no style, see you on my Instagram"", ""I be rockin' it like it's fresh out the pan"", ""Only when I'm takin' pics, I'm the middleman"", 'Walk, talk it like a boss, I just lift a hand', 'Three million cash, call me Rain Man', ""Money like a shower, that's my rain dance"", ""And we all in black, like it's Gangland"", 'Say the wrong words, you be hangman', 'Watch me stick to your bitch like a spray tan', 'Aw, Mr. What-Kind-of-Car-He-In?', ""And the city love my name, nigga, I ain't gotta say it"", '[Chorus: Tyga]', '(Taste, taste), she can get a taste', '(Taste, taste), she can get a taste', '(Taste, taste), fuck what a nigga say', ""It's all the same like Mary-Kate"", '(Taste, taste), she can get a taste', '(Taste, taste), let you get a taste', '(Taste, taste), do you love the taste?', ""Yeah, that's cool, but he ain't like me"", '[Verse 2: Tyga]', 'Lotta girls like me, niggas wanna fight me', ""Nigga, get your ass checked like a fuckin' Nike"", ""Me not icy, that's unlikely"", ""And she gon' suck me like a fuckin' Hi-C"", 'Aw, chains on the neck for the whole team', 'And I feel like Gucci with the ice cream', 'And my bitch want the Fenty, not the Maybelline', ""I'm the black JB, the way these bitches scream"", 'Make these bitches scream', 'Ah, pretty little thing', 'Like my nigga A.E.', 'Say, ""Yadadadamean""', '[Chorus: Tyga & Offset]', '(Taste, taste), she can get a taste', '(Taste, taste), she can get a taste', '(Taste, taste), fuck what a nigga say', ""It's all the same like Mary-Kate"", '(Taste, taste), she can get a taste', '(Taste, taste), let you get a taste', '(Yes, yes), do you love the taste?', ""Yeah, that's cool (Offset)"", '[Verse 3: Offset]', ""Yeah, I'ma put the drip on the plate, yeah (Drip, drip)"", 'Diamond ice glacier, niggas imitate (Ice, ice)', 'Ayy, ayy, feed me grapes, Maybach with the drake (Grapes)', 'Slow pace in the Wraith, got this shit from bae (Skrrt)', ""Diamonds up to par (Par), the cookie hittin' hard (Hard)"", ""The 'Rari sit in park (Park), on Addy on Mars (Mars)"", ""Shotgun shells, we gon' always hit the target (Blah)"", ""Popcorn, big shell poppin' out the cartridge (Pop it)"", '3400 Nawfside, Charles Barkley (Nawf)', '4-8-8, Ferrari (Skrrt)', 'Make her get on top of me and ride me like a Harley (Ride)', ""She wanna keep me company and never wan' depart me, depart me (No)"", 'Yeah, fishtail in the parking lot (Skrrt, skrrt)', ""I don't kick it with these niggas 'cause they talk about ya (Yeah)"", ""Yeah, and I got the fire, don't make me spark it out ya (Fire)"", ""Yeah, keep it in my back pocket like it's a wallet (Who?)"", 'Like the way she suck it, suck it like a Jolly (Woah)', 'Stack it up and put it with the whole project (Racks)', 'And she got that Patek on water moccasin (Patek)', ""I'm rich in real life, I get that profit, copy (Hey)"", '[Chorus: Tyga]', '(Taste, taste), she can get a taste', '(Taste, taste), let you get a taste', '(Taste, taste), do you love the taste?', ""Yeah, that's cool, but he ain't like me"", '[Outro: Tyga]', '(Taste, taste), LA, you can get a taste', '(Taste, taste), Miami, you can get a taste', '(Taste, taste), Oakland, you can get a taste', '(Taste, taste), New York, do you love the taste?', '(Taste, taste), Chi-Town, you can get a taste', '(Taste, taste), Houston, you can get a taste', '(Taste, taste), ayy, Portland, you can get a taste', '(Taste, taste), overseas, let them bitches taste', '(Taste, taste), she can get a taste', '(Taste, taste), she can get a taste', '(Taste, taste), do you love the taste?', ""(Taste, taste), worldwide, they gon' get a taste""]"
4,Tyga,Hip-Hop/R&B,Stimulated,"['[Produced by Kanye West & Zaytoven]', '[Intro]', ""Fuck what they talkin' 'bout"", ""All a nigga hear is my chains clinkin' back and forth right now, nigga"", 'Yeah, fuck with me', '[Chorus]', 'Why the fuck you so opinionated?', ""Sayin' how you do it but they ain't did it, baby"", 'You need a demonstration?', 'This is how you get richer, baby', ""I'm stimulated"", ""I'm at the bank, I'm penetratin'"", ""I'm puttin' in, I'm penetratin'"", ""I'm gettin' big, I'm stimulated"", 'I touched a bitch, she disintegrated', ""Up in flames, I've been the flamest"", ""I've been the hottest, you've been the lamest"", ""I've been on the plane, you've been complainin'"", 'Fuck the co-defendant, pistol whip the plaintiff', 'Hit the mall, then we skip arraignment', ""They say she young, I should've waited"", 'She a big girl, dog when she stimulated', '[Verse]', 'Hit Sin City and syndicate it', 'All the time on the strip in Vegas', ""I got the juice but I ain't Minute Maid it"", 'But a nigga made it just minutes later', 'Shut the fuck and let me finish, baby', ""I'll let you finish later"", 'Why the fuck you so opinionated?', ""Yeah you book smart but don't be gettin' paper, uh!"", ""Shootin' craps at The Wynn"", ""Gettin' back to back wins"", ""Made 20 bands playin' features"", ""And I don't need a feature for this"", ""Nigga I'm T-R-A, triple double"", ""Every time I ball, man that's triple double"", ""Tom Ford, Balmain, that's triple stuntin'"", ""Tryna get a nut only gets you nothin'"", ""So I don't give a fuck who these niggas datin'"", 'Tsunami the Rollie, my wrist is flooded', 'How the fuck can these niggas hate it', 'When these bitches love it, man this shit is funny', 'All I can do is laugh, all I can do is laugh', ""They try to count me out, all day I'm doin' math"", 'All I can do is add, multiply, multiply', ""All day I'm doin' math, but we won't divide"", ""You ain't got the flow, you ain't got the heart"", ""You be on your mark but you're never ready"", ""You just talkin' shit, I can smell your breath"", ""Sayin' what you do, but can't help yourself"", '[Chorus]', 'So why the fuck you so opinionated?', ""Sayin' how you do it but they ain't did it, baby"", 'You need a demonstration?', 'This is how you get richer, baby', ""I'm stimulated"", ""I'm at the bank, I'm penetratin'"", ""I'm puttin' in, I'm penetratin'"", ""I'm gettin' big, I'm stimulated"", 'I touched the bitch, she disintegrated', ""Up in flames, I've been the flamest"", ""I've been the hottest, you've been the lamest"", ""I've been on the plane, you've been complainin'"", 'Fuck the codefendant, pistol whip the plaintiff', 'Hit the mall, then we skip arraignment', ""They say she young, I should've waited"", 'She a big girl, dog when she stimulated', '[Bridge]', 'She a big girl, dog', ""Fuck what they talkin' about, nigga"", 'She a big girl, dog', ""I'm gonna do what the fuck I wanna do when I wanna do"", 'She a big girl, dog', ""I'm puttin' in, I'm penetratin'"", ""I'm gettin' big, I'm stimulated"", '[Outro]', ""Might take her home, gon' and dinner plate it"", ""I don't heat it up, don't microwave it"", 'She already hot, she sizzle baby', 'No salt and pepper, she been the flavor', ""I'ma stimulate her, yeah simple, baby"", 'Fuck with me, then I fuck with you', ""You don't fuck with me, my nigga fuck you too"", 'She a big girl, dog', 'She a big girl, dog', 'She a big girl, dog', ""I'm puttin' in, I'm penetratin'"", ""I'm gettin' big, I'm stimulated""]"
5,Tyga,Hip-Hop/R&B,Rack City,"['[Produced by DJ Mustard]', '[Intro]', 'Rack rack city, bitch', 'Rack rack rack city, bitch', 'Rack, rack rack rack city, bitch', 'Mustard on the beat', '[Verse 1]', 'Rack city, bitch, rack rack city, bitch', 'Ten, ten, ten, twenty on yo titties, bitch', '100 deep VIP, no guest list', ""T-Raw, you don't know who you fuckin with"", ""Got my other bitch fuckin' with my other bitch"", ""Fuckin' all night, nigga we ain't celibate"", ""Niggas say I'm too dope, I ain't sellin' it"", ""Raw fresher than a motherfuckin' peppermint"", ""Gold Lettermans, Last King killin' shit"", ""Y-Young Money, Young Money yeah, we gettin' rich"", 'Got ya grandma on my dick (haha)', 'Girl you know what it is', '[Hook]', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Ten, ten, ten, twenties and them fifties bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Ten, ten, ten, twenties and them fifties bitch', '[Verse 2]', ""I'm a muthafuckin' star (star)"", 'Look at the paint on the car (car)', 'Too much rim make the ride too hard', 'Tell that bitch hop out, walk the boulevard', 'I need my money pronto', 'Get it in the morning like Alonzo', 'Rondo, green got cheese like a nacho', ""If you don't got no ass, bitch, wear a poncho"", 'Head honcho got my seat back', ""Nigga staring at me, don't get bapped"", 'Got my shirt off, the club too packed', ""It's too turnt going up like gas"", 'Goddamn, pulled out my rags', ""Mike, Mike Jackson, nigga yeah I'm Bad"", 'Rat-tat-tat-tat, tatted up on my back', 'All the hoes love me, you know what it is', '[Hook]', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Ten, ten, ten, twenties and them fifties bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Ten, ten, ten, twenties and them fifties bitch', '[Bridge]', 'Throwing hundreds, hundreds', 'Hundreds, hundreds', 'Throwing hundreds, hundreds', 'Rack city bitch, rack rack city bitch', 'Hundreds, hundreds', 'Throwing hundreds, hundreds', 'Hundreds, hundreds', 'Rack city bitch, rack rack city bitch', '[Hook]', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Ten, ten, ten, twenties and them fifties bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch', 'Ten, ten, ten, twenties and them fifties bitch', '[Bridge]', 'Throwing hundreds, hundreds', 'Hundreds, hundreds', 'Throwing hundreds, hundreds', 'Rack city bitch, rack rack city bitch', 'Hundreds, hundreds', 'Throwing hundreds, hundreds', 'Hundreds, hundreds', 'Rack city bitch, rack rack city bitch', '[Outro]', 'Rack city bitch, rack rack city bitch', 'Rack city bitch, rack rack city bitch']"
6,Tory Lanez,Hip-Hop/R&B,Say It,"['[Produced by Andrew ""Pop"" Wansel]', '[Intro]', ""Just keepin' it honest"", ""You wouldn't want a young nigga if I wasn't whippin' this foreign"", ""That's why I came back, top down"", '[Pre-Chorus]', ""You gon' have to do more than just (Say it)"", ""You gon' have to do less when you (Do it)"", 'So mama you know I (Show it)', 'Always want you to (Prove it)', ""You gon' have to do more than just (Say it)"", ""You gon' have to do less when you (Do it)"", 'So mama you know I (Show it)', ""So you gon' need to more than just (Prove it)"", '[Chorus]', 'And you know, you know', 'And you know, in this foreign car, let it go', 'And you know, you know', 'And you know, in this foreign car, let you know', '[Verse 1]', 'How you know that I want you?', 'And you want me?', 'But I now know', ""You know I know that this ain't right"", ""'Cause you want me cause I got dough"", 'Ever since you walked in inside my foreign, slam my door', 'You know I know that you been on it', 'But I been on it on the low', '[Bridge]', 'So let a young nigga get down on it, yeah', ""Love when you spin 'round on it, yeah"", 'Even though a young nigga want you', 'Shawty, I promise the truth', 'And when I come down on it, yeah', ""You love when I'm down on it, yeah"", 'Fuck around, spend time on it, yeah', ""That's why I came back top down"", '[Pre-Chorus]', ""You gon' have to do more than just (Say it)"", ""You gon' have to do less when you (Do it)"", 'So mama you know I (Show it)', 'Always want you to (Prove it)', ""You gon' have to do more than just (Say it)"", ""You gon' have to do less when you (Do it)"", 'So mama you know I (Show it)', ""So you gon' need to more than just (Prove it)"", '[Chorus]', 'And you know, you know', 'And you know, in this foreign car, let it go', 'And you know, you know', 'And you know, in this foreign car, let you know', '[Verse 2]', 'Gots to break it down for you to let you know', ""You know it's things you know I’m down for"", ""Ain't gon' act like you ain't 'bout my dough"", ""You know I know, but girl, you know I'm down for"", 'Take your time to find you', ""I won't hesitate to take the time to waste, no, baby"", ""Bringin' out the foreign out to play"", 'You know it’s things it takes', '[Bridge]', 'So let a young nigga get down on it, yeah', ""Love when you spin 'round on it, yeah"", 'Even though a young nigga want you', 'Shawty, I promise the truth', 'And when I come down on it, yeah', ""You love when I'm down on it, yeah"", 'Fuck around, spend time on it, yeah', ""That's why I came back top down"", '[Pre-Chorus]', ""You gon' have to do more than just (Say it)"", ""You gon' have to do less when you (Do it)"", 'So mama you know I (Show it)', 'Always want you to (Prove it)', ""You gon' have to do more than just (Say it)"", ""You gon' have to do less when you (Do it)"", 'So mama you know I (Show it)', ""So you gon' need to more than just (Prove it)"", '[Chorus]', 'And you know, you know', 'And you know, in this foreign car, let it go', 'And you know, you know', 'And you know, in this foreign car, let you know', '[Outro]', 'Say it, baby, do it, baby', 'Show it, baby, prove it, baby', 'Say it, baby, do it, baby', 'Show it, baby, prove it, baby', ""All I'm tryin' to say"", 'I just wanna see your body move in different ways', 'All I wanna do is come close to you', 'You make me come through, I get so close to you']"
7,Tory Lanez,Hip-Hop/R&B,LUV,"['[Verse 1]', 'We ah sip the Henny for the day baby', 'Bad man, we no stray baby', 'Oops I done fell for your way baby', 'I know girl but, everyone falls...', '[Pre-Chorus]', 'And I know from the first time, the first time', 'I seen your love, you got me baby', 'Even though girl I know that I will fall for you', 'You got to know that everyone falls', 'Oops I done fell so deep baby', 'Oops I want you for me baby', 'Oops I want you for me baby', 'Oops I done fell so deep cause...', '[Chorus]', 'Everyone falls in love sometimes', ""I don't know 'bout you but it ain't a crime"", 'Neefi let me love you, love you, love you for long time baby', ""Neefi let me touch you, neefi let me love you 'til the morning, oh"", '[Post-Chorus]', 'Mmm, ah, mmm, ah, mmm, if you let me love you', 'Mmm, ah, mmm, ah, mmm, if you let me touch you', 'Mmm, ah, mmm, ah, mmm, if you let me love you', 'Mmm, ah, mmm, ah, mmm, if you let me love you', '[Verse 2]', 'We ah sip that Henny for the day baby', 'Come my, my way baby', 'Top down on the highway baby', 'And if you let me love you, wait', ""Shawty she ain't even got a visa"", 'Out of town, one night teaser', 'Need to tell them other niggas ease up', ""I'm falling but everyone falls"", '[Pre-Chorus]', 'And I know from the first time, the first time', 'I seen your love, you got me baby', 'Even though girl I know that I will fall for you', 'You got to know that everyone falls', 'Oops I done fell too deep baby', 'Oops I think you got me baby', 'Oops I want you for me baby', ""I'm fallin' but"", '(But everyone falls...)', '[Chorus]', 'Everyone falls in love sometimes', ""I don't know 'bout you but it ain't a crime"", 'Neefi let me love you, love you, love you for long time baby', ""Neefi let me touch you, neefi let me love you 'til the morning, oh"", '[Post-Chorus]', 'Mmm, ah, mmm, ah, mmm, if you let me love you', 'Mmm, ah, mmm, ah, mmm, if you let me touch you', 'Mmm, ah, mmm, ah, mmm, if you let me love you', 'Mmm, ah, mmm, ah, mmm', '[Bridge]', 'And if you want me', 'And if you let me love you now', ""It's true what I need"", 'Is someone for love me right now', ""It's true I'm a freak"", ""It's time to love you now"", 'And if you want me', ""I'm falling"", '[Chorus]', 'Everyone falls in love sometimes', ""I don't know 'bout you but it ain't a crime"", 'Neefi let me love you, love you, love you for long time baby', ""Neefi let me touch you, neefi let me love you 'til the morning, oh"", '[Post-Chorus]', 'Mmm, ah, mmm, ah, mmm, if you let me love you', 'Mmm, ah, mmm, ah, mmm, if you let me touch you', 'Mmm, ah, mmm, ah, mmm, if you let me love you', 'Mmm, ah, mmm, ah, mmm, if you let me love you, yeah']"
